odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
613,Civic Family Health Centre,,Ambulatory health care services,Province of British Columbia,110-13588 88th avenue surrey bc v3w 3k8,V3W 3K8,surrey,BC,Surrey,5915004.0,49.162652,-122.846488,https://www.statcan.gc.ca/en/lode/databases/odhf
614,Classic Homestead - South,,Nursing and residential care facilities,Province of British Columbia,3364 196th st langley bc v3a 4t7,V3A 4T7,langley,BC,Langley,5915001.0,49.063559999999995,-122.680175,https://www.statcan.gc.ca/en/lode/databases/odhf
615,Clayton Heights Medical Clinic,,Ambulatory health care services,Province of British Columbia,204-18730 fraser highway surrey bc v3s 7y4,V3S 7Y4,surrey,BC,Surrey,5915004.0,49.128209999999996,-122.7067,https://www.statcan.gc.ca/en/lode/databases/odhf
616,Clayton House,,Nursing and residential care facilities,Province of British Columbia,875 clayton rd north saanich bc v8l 5m3,V8L 5M3,north saanich,BC,North Saanich,5917005.0,48.680171,-123.46226000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
617,Clover Care Medical Clinic,,Ambulatory health care services,Province of British Columbia,102-17770 56th avenue surrey bc v3s 1c7,V3S 1C7,surrey,BC,Surrey,5915004.0,49.10265,-122.7301,https://www.statcan.gc.ca/en/lode/databases/odhf
618,Clover Point Care,,Nursing and residential care facilities,Province of British Columbia,90 linden ave victoria bc v8v 4c8,V8V 4C8,victoria,BC,Victoria,5917034.0,48.409673299999994,-123.3542325,https://www.statcan.gc.ca/en/lode/databases/odhf
619,Cloverhill Medical Clinic,,Ambulatory health care services,Province of British Columbia,111-18438 64th avenue surrey bc v3s 1e9,V3S 1E9,surrey,BC,Surrey,5915004.0,49.118604,-122.711505,https://www.statcan.gc.ca/en/lode/databases/odhf
620,Cloverley House,,Nursing and residential care facilities,Province of British Columbia,1057 cloverley street north vancouver bc v7l 1n4,V7L 1N4,north vancouver,BC,North Vancouver,5915051.0,49.3130596,-123.0461745,https://www.statcan.gc.ca/en/lode/databases/odhf
621,Coach House Square Medical Clinic,,Ambulatory health care services,Province of British Columbia,95b highway 97 100 mile house bc v0k 2e0,V0K 2E0,100 mile house,BC,One Hundred Mile House,5941005.0,51.64667,-121.2951,https://www.statcan.gc.ca/en/lode/databases/odhf
622,Coal Harbour Health Centre,,Ambulatory health care services,Province of British Columbia,622 bute street vancouver bc v6e 3m1,V6E 3M1,vancouver,BC,Vancouver,5915022.0,49.288022999999995,-123.123848,https://www.statcan.gc.ca/en/lode/databases/odhf
623,Coast Magnolia House,,Nursing and residential care facilities,Province of British Columbia,755 e 19th ave vancouver bc v5v 1k4,V5V 1K4,vancouver,BC,Vancouver,5915022.0,49.253953499999994,-123.08862979999999,https://www.statcan.gc.ca/en/lode/databases/odhf
624,Coast Medical,,Ambulatory health care services,Province of British Columbia,110-4350 lorimer road whistler bc v0n 1b4,V0N 1B4,whistler,BC,Whistler,5931020.0,50.12038,-122.95605800000001,https://www.statcan.gc.ca/en/lode/databases/odhf
625,Coast West,,Nursing and residential care facilities,Province of British Columbia,3436 w 3rd ave vancouver bc v6r 1l5,V6R 1L5,vancouver,BC,Vancouver,5915022.0,49.269211,-123.181,https://www.statcan.gc.ca/en/lode/databases/odhf
626,Cochrane House,,Nursing and residential care facilities,Province of British Columbia,567 cochrane ave coquitlam bc v3j 2a3,V3J 2A3,coquitlam,BC,Coquitlam,5915034.0,49.252184299999996,-122.88780449999999,https://www.statcan.gc.ca/en/lode/databases/odhf
627,COLEBROOKÂ MEDICAL CLINIC,,Ambulatory health care services,Province of British Columbia,107-15240 56th avenue surrey bc v3s 5k7,V3S 5K7,surrey,BC,Surrey,5915004.0,49.103543,-122.799043,https://www.statcan.gc.ca/en/lode/databases/odhf
628,Coleman Street Group Home,,Nursing and residential care facilities,Province of British Columbia,1693 coleman st north vancouver bc v7k 1x2,V7K 1X2,north vancouver,BC,North Vancouver,5915046.0,49.3504116,-123.0254987,https://www.statcan.gc.ca/en/lode/databases/odhf
629,Collingwood House,,Nursing and residential care facilities,Province of British Columbia,3626 monmouth ave vancouver bc v5r 5s3,V5R 5S3,vancouver,BC,Vancouver,5915022.0,49.2393253,-123.026247,https://www.statcan.gc.ca/en/lode/databases/odhf
630,Columbia Garden Care Village,,Nursing and residential care facilities,Province of British Columbia,800 10 ave invermere bc v0a 1k0,V0A 1K0,invermere,BC,Invermere,5901039.0,50.5076471,-116.03316770000002,https://www.statcan.gc.ca/en/lode/databases/odhf
631,Columbia House,,Nursing and residential care facilities,Province of British Columbia,319 keary st new westminster bc v3l 3l2,V3L 3L2,new westminster,BC,New Westminster,5915029.0,49.2258399,-122.8939774,https://www.statcan.gc.ca/en/lode/databases/odhf
632,Columbia View Lodge,,Nursing and residential care facilities,Province of British Columbia,2920 laburnum dr trail bc v1r 4n2,V1R 4N2,trail,BC,Trail,5905014.0,49.09953,-117.67936940000001,https://www.statcan.gc.ca/en/lode/databases/odhf
633,Columbus Residence,,Nursing and residential care facilities,Province of British Columbia,704 w 69th ave vancouver bc v6p 2w3,V6P 2W3,vancouver,BC,Vancouver,5915022.0,49.208775,-123.12100000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
634,Colwood Medical Treatment Centre,,Ambulatory health care services,Province of British Columbia,102-1910 sooke road victoria bc v9b 1v7,V9B 1V7,victoria,BC,Colwood,5917041.0,48.441188000000004,-123.470525,https://www.statcan.gc.ca/en/lode/databases/odhf
635,Colwyn House,,Nursing and residential care facilities,Province of British Columbia,517 colwyn st campbell river bc v9w 2w8,V9W 2W8,campbell river,BC,Campbell River,5924034.0,50.016425,-125.24302949999999,https://www.statcan.gc.ca/en/lode/databases/odhf
636,Commercial Drive Medical Clinic,,Ambulatory health care services,Province of British Columbia,1515 commercial drive vancouver bc v5l 3y1,V5L 3Y1,vancouver,BC,Vancouver,5915022.0,49.271111,-123.069667,https://www.statcan.gc.ca/en/lode/databases/odhf
637,Community Connections Eighth Street Home,,Nursing and residential care facilities,Province of British Columbia,904 8 st revelstoke bc v0e 2s0,V0E 2S0,revelstoke,BC,Revelstoke,5939019.0,50.9881555,-118.1896244,https://www.statcan.gc.ca/en/lode/databases/odhf
638,Community Connections Second Street Home,,Nursing and residential care facilities,Province of British Columbia,804 2 st w revelstoke bc v0e 2s0,V0E 2S0,revelstoke,BC,Revelstoke,5939019.0,51.002857399999996,-118.20353859999999,https://www.statcan.gc.ca/en/lode/databases/odhf
639,Community Living Society - Neville House,,Nursing and residential care facilities,Province of British Columbia,5678 neville st burnaby bc v5j 2h9,V5J 2H9,burnaby,BC,Burnaby,5915025.0,49.2136422,-122.9808733,https://www.statcan.gc.ca/en/lode/databases/odhf
640,Como Lake House,,Nursing and residential care facilities,Province of British Columbia,1433 como lake ave coquitlam bc v3j 3p5,V3J 3P5,coquitlam,BC,Coquitlam,5915034.0,49.2637783,-122.85146780000001,https://www.statcan.gc.ca/en/lode/databases/odhf
641,Comox Valley Medical Clinic,,Ambulatory health care services,Province of British Columbia,3199 cliffe avenue courtenay bc v9n 2l9,V9N 2L9,courtenay,BC,Courtenay,5926010.0,49.667209,-124.981057,https://www.statcan.gc.ca/en/lode/databases/odhf
642,Comox Valley Seniors Village,,Nursing and residential care facilities,Province of British Columbia,4640 headquarters rd courtenay bc v9n 7j3,V9N 7J3,courtenay,BC,Courtenay,5926010.0,49.702595,-124.99338999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
643,Connect Lake Country,,Nursing and residential care facilities,Province of British Columbia,11438 bottom wood lake rd lake country bc v4v 1v4,V4V 1V4,lake country,BC,Lake Country,5935016.0,50.0482249,-119.4033009,https://www.statcan.gc.ca/en/lode/databases/odhf
644,Continuum Medical Care,,Ambulatory health care services,Province of British Columbia,201-520 17th street west vancouver bc v7v 3s8,V7V 3S8,west vancouver,BC,West Vancouver,5915055.0,49.328644,-123.16017,https://www.statcan.gc.ca/en/lode/databases/odhf
645,Cook and Quadra Medical Clinic,,Ambulatory health care services,Province of British Columbia,3461 cook street victoria bc v8x 1b3,V8X 1B3,victoria,BC,Saanich,5917021.0,48.455102000000004,-123.357643,https://www.statcan.gc.ca/en/lode/databases/odhf
646,Cook Avenue,,Nursing and residential care facilities,Province of British Columbia,21181 cook ave maple ridge bc v2x 7p7,V2X 7P7,maple ridge,BC,Maple Ridge,5915075.0,49.219900700000004,-122.6343005,https://www.statcan.gc.ca/en/lode/databases/odhf
647,Cook Road Medical Clinic,,Ambulatory health care services,Province of British Columbia,100-8171 cook road richmond bc v6y 3t8,V6Y 3T8,richmond,BC,Richmond,5915015.0,49.166672999999996,-123.134096,https://www.statcan.gc.ca/en/lode/databases/odhf
648,Coopershawk Court,,Nursing and residential care facilities,Province of British Columbia,8041 coopershawk ct surrey bc v3w 0v1,V3W 0V1,surrey,BC,Surrey,5915004.0,49.150452,-122.828694,https://www.statcan.gc.ca/en/lode/databases/odhf
649,Corless Crescent,,Nursing and residential care facilities,Province of British Columbia,238 corless cres prince george bc v2m 5x9,V2M 5X9,prince george,BC,Prince George,5953023.0,53.93008100000001,-122.80623,https://www.statcan.gc.ca/en/lode/databases/odhf
651,Cormorant Island Health Centre,extended care,Hospitals,Public Health Agency of Canada,49 school rd. alert bay bc v0n 1a0,V0N 1A0,alert bay,BC,Alert Bay,5943837.0,50.594297,-126.9423575,https://www.statcan.gc.ca/en/lode/databases/odhf
652,Coronation Home,,Nursing and residential care facilities,Province of British Columbia,1009 coronation avenue kelowna bc v1y 7a8,V1Y 7A8,kelowna,BC,Kelowna,5935010.0,49.8923387,-119.4793851,https://www.statcan.gc.ca/en/lode/databases/odhf
653,Cottage Hospice,,Nursing and residential care facilities,Province of British Columbia,650 n penticton st vancouver bc v5k 3l8,V5K 3L8,vancouver,BC,Vancouver,5915022.0,49.29107,-123.06,https://www.statcan.gc.ca/en/lode/databases/odhf
654,Cottage-Worthington Pavilion,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,33457 cottage ln,V2S 0B3,abbotsford,BC,Abbotsford,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
655,Cottonwood Medical Clinic,,Ambulatory health care services,Province of British Columbia,102-12005 238b street maple ridge bc v4r 1w1,V4R 1W1,maple ridge,BC,Maple Ridge,5915075.0,49.220690000000005,-122.56148400000001,https://www.statcan.gc.ca/en/lode/databases/odhf
656,Cottonwoods Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V1Y 2Z9,kelowna,BC,Kelowna,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
657,Country Squire Retirement Villa,,Nursing and residential care facilities,Province of British Columbia,9705 87 street n osoyoos bc v0h 1v2,V0H 1V2,osoyoos,BC,Okanagan-Similkameen A,5907022.0,49.04222120000001,-119.47318119999998,https://www.statcan.gc.ca/en/lode/databases/odhf
658,Courtyard Gardens,,Nursing and residential care facilities,Province of British Columbia,7051 moffatt road richmond bc v6y 3w2,V6Y 3W2,richmond,BC,Richmond,5915015.0,49.162096999999996,-123.14416840000001,https://www.statcan.gc.ca/en/lode/databases/odhf
659,Cowichan District Hospital,general,Hospitals,Public Health Agency of Canada,3045 gibbins rd. duncan bc v9l 1e5,V9L 1E5,duncan,BC,North Cowichan,5919008.0,48.7850092,-123.72332309999999,https://www.statcan.gc.ca/en/lode/databases/odhf
660,Cowichan Way Clinic,,Ambulatory health care services,Province of British Columbia,291 cowichan way duncan bc v9l 6p5,V9L 6P5,duncan,BC,Cowichan,5919822.0,48.774515,-123.70401399999999,https://www.statcan.gc.ca/en/lode/databases/odhf
661,Craigdarroch Care Home,,Nursing and residential care facilities,Province of British Columbia,1048 craigdarroch rd victoria bc v8w 3c8,V8W 3C8,victoria,BC,Victoria,5917034.0,48.422818,-123.34522,https://www.statcan.gc.ca/en/lode/databases/odhf
662,"Crawford Manor (""a"")",,Nursing and residential care facilities,Province of British Columbia,10008 128th st surrey bc v3t 2y9,V3T 2Y9,surrey,BC,Surrey,5915004.0,49.18459910000001,-122.8673672,https://www.statcan.gc.ca/en/lode/databases/odhf
663,Creekside Landing,,Nursing and residential care facilities,Province of British Columbia,6190 okanagan landing rd vernon bc v1h 1m3,V1H 1M3,vernon,BC,Vernon,5937014.0,50.2465633,-119.3223493,https://www.statcan.gc.ca/en/lode/databases/odhf
664,Crescent Gardens,,Nursing and residential care facilities,Province of British Columbia,1222 king george blvd surrey bc v4a 9w6,V4A 9W6,surrey,BC,Surrey,5915004.0,49.024671000000005,-122.76523600000002,https://www.statcan.gc.ca/en/lode/databases/odhf
665,Cresst,,Nursing and residential care facilities,Province of British Columbia,33720 mcdougall ave abbotsford bc v2s 1w4,V2S 1W4,abbotsford,BC,Abbotsford,5909052.0,49.045199,-122.2903273,https://www.statcan.gc.ca/en/lode/databases/odhf
666,Cresst - South Fraser,,Nursing and residential care facilities,Province of British Columbia,13525 98th ave surrey bc v3t 1b9,V3T 1B9,surrey,BC,Surrey,5915004.0,49.1806892,-122.8476199,https://www.statcan.gc.ca/en/lode/databases/odhf
667,Crest View Care Village,,Nursing and residential care facilities,Province of British Columbia,800 cavell street creston bc v0b 1g4,V0B 1G4,creston,BC,Creston,5903004.0,49.1043599,-116.51571470000002,https://www.statcan.gc.ca/en/lode/databases/odhf
668,Crestlene Lodge Ltd,,Nursing and residential care facilities,Province of British Columbia,11660 86th ave delta bc v4c 2x6,V4C 2X6,delta,BC,Delta,5915011.0,49.1593008,-122.8997933,https://www.statcan.gc.ca/en/lode/databases/odhf
669,Creston Valley Hospital,general,Hospitals,Public Health Agency of Canada,312 - 15th ave. creston bc v0b 1g0,V0B 1G0,creston,BC,Creston,5903004.0,49.0987024,-116.50831029999999,https://www.statcan.gc.ca/en/lode/databases/odhf
671,"Cridge Brain Injury Residence, the",,Nursing and residential care facilities,Province of British Columbia,1251 santa rosa ave victoria bc v8z 2v5,V8Z 2V5,victoria,BC,Saanich,5917021.0,48.47524,-123.41436999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
672,Cristina Home,,Nursing and residential care facilities,Province of British Columbia,14336 88th ave surrey bc v3w 3l7,V3W 3L7,surrey,BC,Surrey,5915004.0,49.162594,-122.825181,https://www.statcan.gc.ca/en/lode/databases/odhf
673,Crofton House,,Nursing and residential care facilities,Province of British Columbia,6945 crofton street powell river bc v8a 1w8,V8A 1W8,powell river,BC,Powell River,5927008.0,49.8366104,-124.52295900000001,https://www.statcan.gc.ca/en/lode/databases/odhf
674,Crofton Manor,,Nursing and residential care facilities,Province of British Columbia,2803 w 41st ave vancouver bc v6n 4b4,V6N 4B4,vancouver,BC,Vancouver,5915022.0,49.23535,-123.16799999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
675,Cross Roads Clinics,,Ambulatory health care services,Province of British Columbia,350-507 west broadway vancouver bc v5z 1e6,V5Z 1E6,vancouver,BC,Vancouver,5915022.0,49.263314,-123.115352,https://www.statcan.gc.ca/en/lode/databases/odhf
676,Crossroads,,Nursing and residential care facilities,Province of British Columbia,2046 dunbar st vancouver bc v6r 3m4,V6R 3M4,vancouver,BC,Vancouver,5915022.0,49.267943599999995,-123.1833749,https://www.statcan.gc.ca/en/lode/databases/odhf
677,Crossroads Inlet Centre Hospice,,Nursing and residential care facilities,Province of British Columbia,101 noons creek dr port moody bc v3h 5j1,V3H 5J1,port moody,BC,Port Moody,5915043.0,49.284775,-122.82799270000001,https://www.statcan.gc.ca/en/lode/databases/odhf
678,Croydon Villa,,Nursing and residential care facilities,Province of British Columbia,2828 croydon dr surrey bc v3s 0c5,V3S 0C5,surrey,BC,Surrey,5915004.0,49.053692,-122.793128,https://www.statcan.gc.ca/en/lode/databases/odhf
679,Cumberland House,,Nursing and residential care facilities,Province of British Columbia,7533 cumberland st burnaby bc v3n 3x6,V3N 3X6,burnaby,BC,Burnaby,5915025.0,49.2320214,-122.91851159999999,https://www.statcan.gc.ca/en/lode/databases/odhf
680,Cummings Home,,Nursing and residential care facilities,Province of British Columbia,1926 cummings rd courtenay bc v9n 9g6,V9N 9G6,courtenay,BC,Courtenay,5926010.0,49.6903919,-124.9536777,https://www.statcan.gc.ca/en/lode/databases/odhf
681,Curzon House,,Nursing and residential care facilities,Province of British Columbia,7671 curzon st richmond bc v7c 4h8,V7C 4H8,richmond,BC,Richmond,5915015.0,49.1559857,-123.1511773,https://www.statcan.gc.ca/en/lode/databases/odhf
682,Czorny Alzheimer Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V3S 5M1,surrey,BC,Surrey,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
683,Dania Home,,Nursing and residential care facilities,Province of British Columbia,4175 norland ave burnaby bc v4g 3z6,V4G 3Z6,burnaby,BC,Burnaby,5915025.0,49.247584,-122.975187,https://www.statcan.gc.ca/en/lode/databases/odhf
684,David Lloyd Jones Home,,Nursing and residential care facilities,Province of British Columbia,934 bernard ave kelowna bc v1y 6p8,V1Y 6P8,kelowna,BC,Kelowna,5935010.0,49.8869222,-119.48152859999999,https://www.statcan.gc.ca/en/lode/databases/odhf
685,Davis Drive,,Nursing and residential care facilities,Province of British Columbia,4237 davis rd prince george bc v2n 6m6,V2N 6M6,prince george,BC,Prince George,5953023.0,53.87534599999999,-122.78296999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
686,Davison,,Nursing and residential care facilities,Province of British Columbia,19425 davison rd pitt meadows bc v3y 1a7,V3Y 1A7,pitt meadows,BC,Pitt Meadows,5915070.0,49.227708,-122.683004,https://www.statcan.gc.ca/en/lode/databases/odhf
687,Dawson Creek and District Hospital,general,Hospitals,Public Health Agency of Canada,11100 - 13th st. dawson creek bc v1g 3w8,V1G 3W8,dawson creek,BC,Dawson Creek,5955014.0,55.749633200000005,-120.2358095,https://www.statcan.gc.ca/en/lode/databases/odhf
