canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Kootenay Lake Hospital,hospital,physical_place,Interior Health,3 View St,Nelson,BC,V1L 2V1,49.4950196,-117.2851157,HealthLinkBC hospitals CSV,https://www.interiorhealth.ca/locations/kootenay-lake-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Kootenay Lake Hospital,"BC Geocoder matched 3 View St, Nelson, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $20,047,385.75. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Ksyen Regional Hospital,hospital,physical_place,Northern Health,2800 Tetrault St,Terrace,BC,V8G 2W8,54.5113996,-128.5961926,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/ksyen-regional-hospital,geocoded_needs_review,bc_wait_times,Ksyen Regional Hospital,"BC Geocoder matched 2800 Tetrault St, Terrace, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv."
Lady Minto Gulf Island Hospital,hospital,physical_place,,135 Crofton Rd,Salt Spring Island,BC,V8K 1T1,48.8623759,-123.5079143,HealthLinkBC hospitals CSV,https://www.islandhealth.ca/care-locations/hospitals-health-centre-locations/lady-minto-gulf-islands-hospital,verified,bc_msp_blue_book|manual_enrichment,Lady Minto Gulf Island Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $5,851,991.12. MSP payee omits slash/plural; official facility name is Lady Minto/Gulf Islands Hospital. BC Geocoder matched 135 Crofton Rd, Salt Spring Island, BC score=99 precision=CIVIC_NUMBER."
Lady Minto Gulf Islands Hospital,hospital,physical_place,,135 crofton rd. salt spring island bc v8k 1t1,salt spring island,BC,V8K 1T1,48.861445200000006,-123.5085986,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Lady Minto Gulf Islands Hospital,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
Ladysmith Community Health Centre,hospital,physical_place,,1111 4th Ave,Ladysmith,BC,V9G 1A6,48.9958106,-123.8275049,Island Health laboratory page,https://www.islandhealth.ca/locations/medical-laboratory-locations/lab-ladysmith-community-health-centre-medical-laboratory,verified_official,bc_msp_blue_book|manual_enrichment|statcan_odhf,Ladysmith Community Health Centre,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $4,181,743.96. Official Island Health page for lab at Ladysmith Community Health Centre. BC Geocoder matched 1111 4th Ave, Ladysmith, BC score=99 precision=CIVIC_NUMBER. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Lakes District Hospital and Health Centre,hospital,physical_place,,741 centre st. burns lake bc v0j 1e0,burns lake,BC,V0J 1E0,54.23562679999999,-125.76126229999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Lakes District Hospital and Health Centre,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
Langley Memorial Hospital,hospital,physical_place,Fraser Health,22051 Fraser Hwy,Township of Langley,BC,V3A 4H4,49.0948790,-122.6123667,HealthLinkBC hospitals CSV,https://www.fraserhealth.ca/Service-Directory/Locations/Langley/langley-memorial-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Langley Memorial Hospital,"BC Geocoder matched 22051 Fraser Hwy, Township of Langley, BC score=98 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $40,086,475.87. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: extended care)."
Lillooet District Hospital and Health Centre,hospital,physical_place,,951 murray st. lillooet bc v0k 1v0,lillooet,BC,V0K 1V0,50.690014,-121.93879059999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Lillooet District Hospital and Health Centre,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
Lillooet Hospital & Health Centre,hospital,physical_place,,951 Murray St,Lillooet,BC,V0K 1V0,50.6894036,-121.9388917,HealthLinkBC hospitals CSV,https://www.interiorhealth.ca/locations/lillooet-hospital-health-centre,verified,bc_msp_blue_book|manual_enrichment,Lillooet Hospital & Health Centre,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $2,075,710.63. BC Geocoder matched 951 Murray St, Lillooet, BC score=99 precision=CIVIC_NUMBER."
Lions Gate Hospital,hospital,physical_place,Vancouver Coastal Health,231 E 15th St,North Vancouver,BC,V7L 2L7,49.3210879,-123.0677812,HealthLinkBC hospitals CSV,https://www.vch.ca/en/location/lions-gate-hospital,geocoded_needs_review,bc_msp_blue_book|bc_wait_times|statcan_odhf,Lions Gate Hospital,"BC Geocoder matched 231 E 15th St, North Vancouver, BC score=99 precision=CIVIC_NUMBER. Imported from bc_wait_times/facility_locations.csv. Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $87,946,155.74. Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general)."
Mackenzie & District Hospital,hospital,physical_place,,45 Centennial Dr,Mackenzie,BC,V0J 2C0,55.3379008,-123.1013184,HealthLinkBC hospitals CSV,https://www.northernhealth.ca/find-a-facility/hospitals/mackenzie-and-district-hospital-and-health-centre,verified,bc_msp_blue_book|manual_enrichment,Mackenzie & District Hospital,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $1,868,495.83. Current official facility name includes Health Centre. BC Geocoder matched 45 Centennial Dr, Mackenzie, BC score=99 precision=CIVIC_NUMBER."
Mackenzie and District Hospital and Health Centre,hospital,physical_place,,45 centennial dr. mackenzie bc v0j 2c0,mackenzie,BC,V0J 2C0,55.3375782,-123.10064799999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Mackenzie and District Hospital and Health Centre,Imported from StatCan ODHF BC export (ODHF type: Hospitals; source type: general).
